keyword, link
Speak to Someone Now, https://www.imperial.ac.uk/student-support-zone/your-health/mental-health/i-need-to-speak-to-someone-urgently/
Access Crisis Help, https://www.imperial.ac.uk/counselling/other-sources-of-help/
The Samaritans, https://www.samaritans.org/
London Nightline, https://nightline.org.uk/
Shout Crisis Text Line, https://giveusashout.org/
Papyrus Hopeline, https://www.papyrus-uk.org/
Maytree Suicide Sanctuary, https://www.maytree.org.uk/
