keyword, link
Access A Doctor, https://www.imperial.ac.uk/student-support-zone/your-health/doctor-and-dentist/
LifeSigns, http://www.lifesigns.org.uk/first-aid-for-self-injury-and-self-harm/
Student Counselling,https://www.imperial.ac.uk/counselling/
Student Welfare, https://www.imperial.ac.uk/computing/current-students/student-welfare/
Mental Health Advice, https://www.imperial.ac.uk/student-support-zone/your-health/mental-health/
